iter	Logloss
482	0.4248662472
483	0.424519667
484	0.4242062211
485	0.4237975776
486	0.4233486861
487	0.4229951233
488	0.4225434929
489	0.4220936745
490	0.4217663854
491	0.4215290219
492	0.4212010264
493	0.4208571821
494	0.4205083281
495	0.4199057698
496	0.4195598066
497	0.4193643689
498	0.4188541889
499	0.4185357869
500	0.4180792958
501	0.4176219076
502	0.4172907621
503	0.4167823792
504	0.4165364265
505	0.4164315879
506	0.4162213564
507	0.4157265544
508	0.4152873456
509	0.4146849275
510	0.4139247626
511	0.4134222984
512	0.412871179
513	0.4124295115
514	0.4121236831
515	0.4117313117
516	0.410904634
517	0.4106079131
518	0.4102582961
519	0.4098683
520	0.4096494228
521	0.4093111724
522	0.409118095
523	0.4087996215
524	0.4083443075
525	0.407860595
526	0.4074728698
527	0.4070480943
528	0.406319657
529	0.4060498863
530	0.4058016986
531	0.4054700494
532	0.4050004363
533	0.4045275152
534	0.4041871101
535	0.4037786394
536	0.4034726769
537	0.4032515079
538	0.4030308962
539	0.4024969071
540	0.4020727515
541	0.4017101645
542	0.4013334394
543	0.4007802427
544	0.4003641576
545	0.3998613
546	0.3993371725
547	0.3990153968
548	0.3985581487
549	0.3980956107
550	0.3976366699
551	0.3972635478
552	0.3967560142
553	0.3962538809
554	0.3961598039
555	0.3956921995
556	0.395451501
557	0.3949323475
558	0.394466731
559	0.39409118
560	0.3937299341
561	0.3933100253
562	0.3929441214
563	0.3925400466
564	0.392137
565	0.3916227996
566	0.39125956
567	0.3910499245
568	0.3906482339
569	0.3902857065
570	0.3899293393
571	0.389483422
572	0.3890841097
573	0.3886785418
574	0.3882390976
575	0.3879677027
576	0.3877910614
577	0.3874399006
578	0.3871742457
579	0.3866264939
580	0.3860153079
581	0.3856209725
582	0.3853519827
583	0.3851334721
584	0.3847424448
585	0.3843873143
586	0.3840931565
587	0.3835128069
588	0.3832852334
589	0.3827433705
590	0.3822476834
591	0.3819828063
592	0.3815158457
593	0.3811136127
594	0.3809565216
595	0.3805140525
596	0.3801650703
597	0.3796990275
598	0.3794195861
599	0.3792426348
600	0.3790853858
601	0.3787515074
602	0.3782778829
603	0.3780148536
604	0.3775486588
605	0.3770189434
606	0.3767781883
607	0.3766247422
608	0.3762441069
609	0.3759009302
610	0.3755584806
611	0.375214681
612	0.374958092
613	0.3748786628
614	0.3745374918
615	0.3741098911
616	0.373734194
617	0.3735627979
618	0.3733971953
619	0.3729682952
620	0.3725855291
621	0.3723915666
622	0.3720530093
623	0.3717115581
624	0.3712111682
625	0.37087394
626	0.3706603318
627	0.3702410877
628	0.3698701173
629	0.3694942504
630	0.3691601068
631	0.3686190873
632	0.3680805415
633	0.3677129924
634	0.3673812687
635	0.366877237
636	0.3667146146
637	0.3662083209
638	0.3657976121
639	0.365516147
640	0.3651127905
641	0.3648116648
642	0.3644842327
643	0.3640778691
644	0.3636136413
645	0.363217181
646	0.3626807392
647	0.362438041
648	0.3622935295
649	0.3620164871
650	0.3618565619
651	0.3615799636
652	0.3613397002
653	0.3609282255
654	0.3604863495
655	0.3601640016
656	0.3598529965
657	0.3595563889
658	0.3592924803
659	0.3589384556
660	0.3586187661
661	0.3582985908
662	0.358077848
663	0.35764516
664	0.3571519673
665	0.3568676531
666	0.3565502942
667	0.3562341481
668	0.3560387284
669	0.3556833595
670	0.3553672016
671	0.3549735546
672	0.3546265602
673	0.3542881906
674	0.3538958132
675	0.3536446989
676	0.3532535404
677	0.352712813
678	0.352561307
679	0.3522758961
680	0.3520446837
681	0.3516682684
682	0.3513200581
683	0.3510102004
684	0.3507816046
685	0.3505010426
686	0.3502823412
687	0.3500386655
688	0.3496213287
689	0.3493881911
690	0.3490479559
691	0.3488026857
692	0.3485407025
693	0.3482283145
694	0.348026368
695	0.3476899892
696	0.3474639803
697	0.3472152025
698	0.3467047483
699	0.3464012682
700	0.3460248202
701	0.3456419438
702	0.345392707
703	0.3452005684
704	0.3449649274
705	0.3446345598
706	0.3443340629
707	0.3441657156
708	0.3439234883
709	0.3437028676
710	0.343403706
711	0.343105045
712	0.3427366167
713	0.3424079001
714	0.3421718746
715	0.3419948399
716	0.3416976959
717	0.3413224697
718	0.341079551
719	0.3406589627
720	0.340500015
721	0.3401458561
722	0.3398877442
723	0.3395184904
724	0.339150095
725	0.3388534069
726	0.3385238141
727	0.338038981
728	0.3378537655
729	0.3375573814
730	0.3373562306
731	0.3369084835
732	0.3366645068
733	0.3364835918
734	0.3361198276
735	0.3357090801
736	0.3352984548
737	0.3349742651
738	0.3346138805
739	0.3342960626
740	0.3338275015
741	0.3334605515
742	0.3331447959
743	0.332933116
744	0.3328314185
745	0.3326186121
746	0.3324164093
747	0.3321567208
748	0.3317865163
749	0.3314674139
750	0.3309873939
751	0.3307621658
752	0.3305371463
753	0.3301824272
754	0.3300451428
755	0.3297792017
756	0.3294663936
757	0.329114145
758	0.3285025895
759	0.3282367557
760	0.3279263943
761	0.3276293099
762	0.3273507446
763	0.3270550162
764	0.3267266303
765	0.3264642
766	0.3262110502
767	0.3259050369
768	0.3257576525
769	0.325524503
770	0.3253468394
771	0.3252402633
772	0.3250068367
773	0.3247416437
774	0.3243941903
775	0.3240846336
776	0.3238454849
777	0.3235453695
778	0.323409164
779	0.3232514888
780	0.3229292274
781	0.3226211399
782	0.3222472996
783	0.3220159084
784	0.3217458546
785	0.3215607882
786	0.3212909192
787	0.3210526198
788	0.3207900614
789	0.3201997727
790	0.3199251026
791	0.3195901662
792	0.3193218678
793	0.3191217989
794	0.318827644
795	0.3185315013
796	0.318225649
797	0.3180419445
798	0.3178252816
799	0.3175599992
800	0.3172270119
801	0.316893065
802	0.316518712
803	0.316322276
804	0.3160293818
805	0.3157665104
806	0.3153358459
807	0.3150446445
808	0.314715749
809	0.3144221097
810	0.3140395582
811	0.3137106776
812	0.313417232
813	0.3131179184
814	0.312859717
815	0.3126099288
816	0.3123527318
817	0.311999023
818	0.3117807537
819	0.3115211129
820	0.3112976551
821	0.3110009849
822	0.3107103109
823	0.3103626251
824	0.3102439433
825	0.3098805845
826	0.3095699072
827	0.3093218327
828	0.3091940582
829	0.3090059131
830	0.3088441938
831	0.308558476
832	0.3082461298
833	0.3079209477
834	0.3077515751
835	0.3076620281
836	0.307341817
837	0.3072392732
838	0.3069881022
839	0.306732443
840	0.306479612
841	0.3061304778
842	0.305932495
843	0.3056574464
844	0.3052982479
845	0.3051471889
846	0.3048765033
847	0.3045986176
848	0.3043556422
849	0.3041070104
850	0.303834039
851	0.3035863519
852	0.3033405304
853	0.3031804383
854	0.3028955549
855	0.3026737183
856	0.3023628652
857	0.3021385252
858	0.3018267691
859	0.3016888469
860	0.3013035417
861	0.3010554701
862	0.3008363485
863	0.3004801422
864	0.3002378434
865	0.3001010805
866	0.2998354107
867	0.2995928645
868	0.2993269384
869	0.2992698729
870	0.2990110815
871	0.2987644583
872	0.2985846221
873	0.2982367277
874	0.2980534375
875	0.297877878
876	0.297657311
877	0.2974917442
878	0.2972476184
879	0.2970142812
880	0.2967860878
881	0.2964846879
882	0.2963093877
883	0.2960093409
884	0.2957445502
885	0.2954824209
886	0.295220083
887	0.29495956
888	0.2945448428
889	0.2942852169
890	0.2939456969
891	0.2937340766
892	0.2935083568
893	0.2931724221
894	0.2928376317
895	0.2926041007
896	0.2923467785
897	0.2920811236
898	0.2917013258
899	0.2914400011
900	0.2911789507
901	0.290948084
902	0.2907158911
903	0.2905665338
904	0.2904180527
905	0.2902185827
906	0.2900463909
907	0.2899026573
908	0.2895859957
909	0.2892583489
910	0.289027375
911	0.2886499435
912	0.28842327
913	0.2882399946
914	0.2880589932
915	0.2875543863
916	0.2873027772
917	0.2872376263
918	0.2871280253
919	0.2868778199
920	0.2866265357
921	0.2863464594
922	0.286097759
923	0.2858482152
924	0.2856224418
925	0.2853893846
926	0.2852536201
927	0.2848762035
928	0.2846057981
929	0.2844056666
930	0.2841191739
931	0.2838362873
932	0.2835555255
933	0.2833863556
934	0.2831168324
935	0.2829167992
936	0.2827848762
937	0.2826120704
938	0.28220644
939	0.2819619805
940	0.2817929983
941	0.281572333
942	0.2814338923
943	0.2811602265
944	0.2809730738
945	0.2808174998
946	0.280574438
947	0.2803320944
948	0.279943639
949	0.2796976537
950	0.2795222759
951	0.2793045104
952	0.2791809767
953	0.2789602697
954	0.2788096339
955	0.2785969377
956	0.2783608437
957	0.2780912489
958	0.2778403878
959	0.2775192142
960	0.2772396713
961	0.277019158
962	0.2767076433
963	0.2764681458
964	0.2761091709
965	0.2758931428
966	0.2757632315
967	0.2755261034
968	0.2752566546
969	0.27501553
970	0.2748052299
971	0.2746853977
972	0.2744713187
973	0.2742001742
974	0.2739596128
975	0.2736984462
976	0.2732605606
977	0.2731395096
978	0.2729066819
979	0.2726981461
980	0.2725328147
981	0.2723781556
982	0.2720353097
983	0.2718064636
984	0.2716375589
985	0.2715243191
986	0.2712402791
987	0.2709771812
988	0.2707481265
989	0.2705187798
990	0.2702580601
991	0.2699174732
992	0.2696444213
993	0.2694747567
994	0.2692694783
995	0.2690057516
996	0.2688004881
997	0.2685256749
998	0.2681599528
999	0.2679099172
